,title,link,published,summary
79,Hands-On Experience Helps Rales Fellow En Route to Role as Additive Manufacturing Engineer - Carnegie Mellon University,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPNmhOb2xER3hjUExLeHM0ZVl6S2hmUmo4SS1wV19abGM4TnpHQ0lUNzVtdVRkTWlnamRfblBIdE1MR1I3Y2EtWERQZXpNZ1VodzFPcUxpT0Q2QkFpemdObGxhWGhWbnRmVWdGYUJOVDB6UTMyZkRFRWFnNWZ2VmxCSUdIVURnVHJDdGM4SG5aQ1NnZWNwMGpVRnEzQkhROEpNVTRUblBWZGREbklJRW1ZVzNReWhjYkNydEZHMWI2X3ZFMW9DbmlISzVzcE5PVHE3czlEMVE1WTZETEdhaXFZ?oc=5,12022025,Hands-On Experience Helps Rales Fellow En Route to Role as Additive Manufacturing Engineer - Carnegie Mellon University
80,Beyond the print: XJet’s approach to production-ready metal parts - VoxelMatters,https://news.google.com/rss/articles/CBMimAFBVV95cUxQbUtNOS14S3ZpdzlJTllSWVRfNkY4eFNOYXRzQjNwblNnUjdMY3VrQ1lSYlNwU3hwRjVGTE8za3FHbHpYR2w3TjZFWGg0RjVaaVdtVWh1RjFJank4V2Jxb0pQNXpSbzhLY0hTUi15Z0hNcnVYRUJJa256ZjkzNVhZa1dEdjlsSTJ0TmJ5TzVIaENiOVZvemxhaA?oc=5,12042025,Beyond the print: XJet’s approach to production-ready metal parts - VoxelMatters
81,"Additure, Kingsbury and ATLIX Forge Exclusive Alliance for Additive Manufacturing - Machine Maker",https://news.google.com/rss/articles/CBMitAFBVV95cUxPYWhPb0dYQ2M1MFFTak84RWU0bXBPdEJIRlNHMmszMEJxTkk4RFlXWFdVZDFIcXJFd2pseW5xYW0yT3dlemtYVTlYb1ZwQUk4ZFJNd2E4cG9EX3JZeDYzdWh3NktQQzFZUWdwQlI4UU90bmFNcTd4SVdON0l0SHJZcFRZdnhoajM1V0h6T0JHY3VQQTZEbFliSnBSR1hCa0ZUTWZhZDBBa2lGSU1GOExQdDhqT2g?oc=5,11262025,"Additure, Kingsbury and ATLIX Forge Exclusive Alliance for Additive Manufacturing - Machine Maker"
82,BLT signs Malaysian Additive Manufacturing distribution agreement with GSH Precision Technology - Metal Additive Manufacturing magazine,https://news.google.com/rss/articles/CBMivgFBVV95cUxPcmxJbmNXVWpyalJGYlV5cXJLd1RGTE9hNmxycDlyMk9OTXJoQTNyQmtueXVMaUtHX1paNEt2QkR2QXgxb09NaUEycjB1OUFxSXd2N1Rkcmx0Yjd0RXRPbHdfUUlMZkZYRlVPZnFhbVVFaHZnbGtnSFZmVW1yLUNZajRtcWdqd3NHQm9NMmtZQVVJaVlPVXlZTEhlUGZxQlBEV2s5ck13WFdNTVN3UFVGS3drenZBbDE5dnNDZnd3?oc=5,12022025,BLT signs Malaysian Additive Manufacturing distribution agreement with GSH Precision Technology - Metal Additive Manufacturing magazine
83,China-Based Torwell Unveils Next-Generation Materials in the Evolving 3D Printing Landscape - openPR.com,https://news.google.com/rss/articles/CBMilwFBVV95cUxNRzlGRlcwZnAwVHJNUDRaamhSOGZNWmRBZlVva2Rzc2w4Q0FzRXZBQUJVMWgxek5NNXlIMzRqWWNtM1A3YWZ5WDZoSno4S0ZjY2txMExfbEFNQlMtLWwtS0xBZkttZ2l1SFNPUmRQQVF0c2xncXNnWHNicS1DZ2JCSmx3bENpS0RtelNNbjFIeVA2N3BYT1BJ?oc=5,12052025,China-Based Torwell Unveils Next-Generation Materials in the Evolving 3D Printing Landscape - openPR.com
84,SWISSto12 Celebrates Success - 3DPrint.com,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE4yRkhCUFJSQmpOODZfXzI0QVBOdC1BdXhvSTB3ZVlMbmlDZFpvUTlKUzNLMWxUdEJUdk5JRTFORGhQbk5CUVRzM281ZU5vTERuT0lMZ0tUdkItMjMxallQeWdSbEpRZDjSAWxBVV95cUxQeVg5ekY0MWNhMmd4RGNxRzR5dFVKWExWZVFWYU5lUVFrZW5IX1h0QTZPck8xZ2hUWUZkVzc0aFpJdkNJdXFuT0psQVRlaVJ5emZtd2RIWEZBVkZfbHRnQmZWRHJXcGxYRmFzSEs?oc=5,12062025,SWISSto12 Celebrates Success - 3DPrint.com
85,"3D Printing News Briefs, December 6, 2025: AutoSmooth, Tissue Engineering, Micro-Optics, & More - 3DPrint.com",https://news.google.com/rss/articles/CBMibkFVX3lxTFBqWHdGY25NNmpqcVZhQ0F0WnF2QkdDWnF1d1Q3eTFjc3U4TFFJU0hnZmx3dnNvY0J3VjViQTJhRmJLUHM2RHlvZ0RJMFNhNXJFTEFDRDktSTU5QmxuVWRTYmdMZXB3aWVhMVl5RnRB0gFzQVVfeXFMTmJRc1FkdGlibktfRy1abkZpT0RmVEg3STBGUWNqUlBFSHFLazVYSzh0RHBqNmYyNUJVRm16V2lKTWRKOEdydHYwVVlMSVNraG1lNGhib1NENThXdXVEUWVObkU3TmhZdWNaNy01LWU5THFPSQ?oc=5,12062025,"3D Printing News Briefs, December 6, 2025: AutoSmooth, Tissue Engineering, Micro-Optics, & More - 3DPrint.com"
86,Altair and Siemens to exhibit joint Additive Manufacturing workflow at Formnext 2025 - Metal Additive Manufacturing magazine,https://news.google.com/rss/articles/CBMirwFBVV95cUxNRjNaTGNFQzBVbGt0WkpKRC1LVGliX3NucWJyOUp4MDR4akhBZkZMRkktY2FZLVJ1Uy1rblpMNGk4WjRCa09UMGJoNENsU3FyQVRnam9mekdsbk43Rmk1VVdNMTMwVDYtRGlfVThJeElQMTYzcHlNZ3JfdDREcFVtMUF6bTA0UGpFcF91VENtWHZydGVZWHNuNGJIVnltYVl6cHZJeVktWGlxbUw3RWRN?oc=5,11182025,Altair and Siemens to exhibit joint Additive Manufacturing workflow at Formnext 2025 - Metal Additive Manufacturing magazine
87,New Collaboration Between MTC and HP Supports UK Additive Manufacturing Growth - 3D Printing Industry,https://news.google.com/rss/articles/CBMivwFBVV95cUxOVXp4M19EazVmeDl6OWFLYjZGNEotWVFtODZ0MkwxaFJnLS1Tc2xPVlBRRWpRejZnYWVQWm5ybm9xcEp3WTdKQjJZOUpNWHY2MzViZjJ1QXlOXzZReHBUV0hFLUZBVDlxeTlzeGxySTVQZ01OMzMzcTdMQ1k1YVE2bXUzdU9kYVdTM3NmRVB3M0N3NW84ZUNwZEZubmhiTUMxMGxzdEN3WTF3OGNBYTllcHRqWndTYXM0blRDaW4xaw?oc=5,11172025,New Collaboration Between MTC and HP Supports UK Additive Manufacturing Growth - 3D Printing Industry
88,Record number of visitors attend tenth Formnext Additive Manufacturing exhibition - Metal Additive Manufacturing magazine,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNcFE1TkVXR2YwRktJdFN3UVZVeE9hbzR0bkw0VkhONndUemdfZWJsU0xWZ1FfRjQ5R1hqMGVnd21sZG9RbFRsZDB5X095Yk1EbGowNDlTdjVvem5jRW02MTBUUVpXMHpMd2c4Y2JOcHctdUpkVGVSRzI5djdSOGxNZTFSWXRuSzhMTXZsUkExLVd0U2dQODl1OEtuZ2Z6a2w0dGk4OTRlTnRMdnM?oc=5,11272025,Record number of visitors attend tenth Formnext Additive Manufacturing exhibition - Metal Additive Manufacturing magazine
89,Cookiecad releases collaborative 3D printing guide for Hanukkah 2025 - VoxelMatters,https://news.google.com/rss/articles/CBMinwFBVV95cUxQZjk3dTNqTlJrazE5UmwxanhyTzUzZHl1enV2OTdlTkNCaU1DZFlTaFlEMmRhVXVEWmpTdG1zLXR5b29CZDlhTUxoeUtaMDRBOVI5VHJqYm9tTHVoVms1VC1rc1FFb0VGVzBjWTRORjJXRnc5bldiTzlmQ0VQS3RYT3FMS19UaEpsaXV3eVNEVW5hSy1xNVVxTVp5M20tNWM?oc=5,12062025,Cookiecad releases collaborative 3D printing guide for Hanukkah 2025 - VoxelMatters
90,"Amace’s compact STLR 120 Additive Manufacturing machine aimed at labs, tooling and medical - Metal Additive Manufacturing magazine",https://news.google.com/rss/articles/CBMitAFBVV95cUxPQ0xTWEtuR2I1Yk1PNnFzN1FWM2FQcTc3cmtvYTBvTHdwMXpFRVFwSUF5Q0E5VVhNVzlCZk9Jb01zc1p5R21lT3dVdk8wLURadTNMX2otVWhCTXZzX0dadFRMS2lMb3JkNUYwMDNHSTZzMFU1ajB1d0ppRHFFM0M4aTNCaXlWWUpXTXM5M0Y3UnBYWV92clhhc2tkWFl6YUx1cllHLWxqeEpTVXRUYkI1RC1Hbk0?oc=5,11172025,"Amace’s compact STLR 120 Additive Manufacturing machine aimed at labs, tooling and medical - Metal Additive Manufacturing magazine"
91,"Formnext 2025: Additive manufacturing launches, news and more - tctmagazine.com",https://news.google.com/rss/articles/CBMikgFBVV95cUxOYzBtZ2VmOVc1cHdFVmVKbncxMlg0X2ZVOTF2SjFaVUJLNzItQXQ5LXItd2xKcVM3RkJqUDdxZmtQRnI4NHd0bHluQXJ0cXhGWXhoTnY5bHdHMTBIZ0FJdDNEaWNIS1hwSWk1eWpHOWZYb1NDdXp1bHA3QXN4QTBhM3UtZHNxdXdXVWEzMEpCc2lHdw?oc=5,11132025,"Formnext 2025: Additive manufacturing launches, news and more - tctmagazine.com"
92,RES2AM funding for large-scale metal Additive Manufacturing demonstrator - Metal Additive Manufacturing magazine,https://news.google.com/rss/articles/CBMinwFBVV95cUxOWlFpLXdqbU84cDFCaWo5TFd0ZFN3bFNHRmVYSTZUeWdNVVdfcXpFaUdNRGFONVVzOTlldnlFY0ZIY1UyRU1WQ21kNnN5dmVJbUxpQ2dfU2FycTg4ekxkaHJseVExcVZSS242RVZGZmlGUUhkQjBvS3VycGQ4bGJaTkhmWGRmWk5BNU5nZ1NQZmZUM2ZjWVc0ZGF4SEdqdGs?oc=5,11252025,RES2AM funding for large-scale metal Additive Manufacturing demonstrator - Metal Additive Manufacturing magazine
93,Stratasys Highlights Scalable Industrial Additive Manufacturing Solutions at Formnext 2025 - Business Wire,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPZ09Wb3RqMTR5bEdsVW8wRHRaenhDX0c5Wm9YOGJPbHN6dVFwNjdSUnRITGJtR29NczJpeVlYSDk3c1Y3bTlKSWxJZTlwX2tCSUVoWDBmTjZzaEZOMXc2ODJ4WVVaSWtoaVlka2Z0aWVNTVctb0JUYWtPeWxTajZxQ3JqSWxyWDE2RHpNdTdTVmR6OVZUMjN3MGluZWtWTDhPQWFIZmlWR0VNXzdjY0MxbTlmcVZMQTBqekx2cTRCdmt5ZnhPUmRCRkFzWXNka1lCOEJyNDVXeGJHWTg1bF9iVQ?oc=5,11102025,Stratasys Highlights Scalable Industrial Additive Manufacturing Solutions at Formnext 2025 - Business Wire
94,Trumpf Spins Off Additive Manufacturing Division - AdvancedManufacturing.org,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPeV9KN1N1YnRuZTQ3ajlFLWdjOWRkeGpwUUE2YVJRUWV0aWlaZzlJNnA1ZVo1QUVQVTZfSm5SMHhhT2ZIWWlnc21YTE10Vm45QnhLeDNBTktKU2haTzNVZlVpM3owcC1DNDB6d2lrZUNVQkFPUEV2eHU1b2ktUlpRUXdsM3h5dV9qUUxpemNjTHNzSm5rVE1RN2NYUWZfUFRvWkl4OUgzWnk0akxVdVJYc0Z4WWtURlJjSTZZU3BIbXhHSlhvWERyN05wV1lJVWR5MDUxVXZuT016MXJQakNv?oc=5,11282025,Trumpf Spins Off Additive Manufacturing Division - AdvancedManufacturing.org
95,Rethinking value in additive manufacturing - Plastics News,https://news.google.com/rss/articles/CBMijwFBVV95cUxNdWF0U3l5bEZqTzlEa2dtSHN3OHBRM1p1Z0tpQUpOU190T3N1VHdWOVJjSC1JTDI3cEpRM3pnLXZ3enA1VUFvLW5kOXl5cnFYSnNmcFlJQlpPU3hnUXVlTjBIbFVVTTlTVmU3VXFVOTk0cVg5UjdKdWZKUEFEeDBobVBxcUIwZXJDeEhrWmJTTQ?oc=5,11252025,Rethinking value in additive manufacturing - Plastics News
96,"Smarter, Faster, Hybrid: How DMG MORI is Redefining Industrial Additive Manufacturing - 3D Printing Industry",https://news.google.com/rss/articles/CBMixAFBVV95cUxNWTRXcVR2d3E2TzFsam9ONXB1TldlQWg3ZWRKS0J0Q2NxeHlRSUZ2UXg1RlRjVjA5NkhzMC10Y1IxVTVMT2g5ODVmZjlUanpReDBKZ2hoTEd2eTg1QnVJdHQySDRTbFRaaHAyQzNiMElOOVp0THBvUmptV0VOTm1RZ2wxdlVLNGRMX0h3bWwzUl9lb0JqVk12WlEzZEx4aTJRNFh5NHFnbThXa1JET0JicklCN2QyZ21IYU9xRFR2V2l2MFR5?oc=5,12012025,"Smarter, Faster, Hybrid: How DMG MORI is Redefining Industrial Additive Manufacturing - 3D Printing Industry"
97,"Entrepreneurs turn idea, seed funding from Mizzou into a multimillion-dollar 3D printing company - Show Me Mizzou",https://news.google.com/rss/articles/CBMiyAFBVV95cUxNNEViX1dhb01nYWZRMUJzTVFMcUg4TlpmTk1ULXVXeVNrLTE2RjZqcW1nT21vU1NGcGdKSDF6NnJmMjMtUTBSSHowOEFqTGktVVpMZXBIWjZZYU5OakFjQnltclV3WS1xLXVQNXppSVZxU2hkZWNxTXQwX3ZuSG5zeGlPRXh3cS1Nck5iOEt4NnZ0RFhWZmhlNFdqMEozNi1tRnI2NkotQ1ZkQ2pUVHczaVRXQmhCRFliSW81ay1wLVh4cW1IVkZPTg?oc=5,12042025,"Entrepreneurs turn idea, seed funding from Mizzou into a multimillion-dollar 3D printing company - Show Me Mizzou"
98,HP Unveils New Innovations to Propel Additive Manufacturing Forward - Small Business Trends,https://news.google.com/rss/articles/CBMimwFBVV95cUxQUGQ5bXl2ZlZuYmlfejVWaGxXUWlvemhlRmIzd1dtLVlnV3l1cEU1ZVhzcEtIR0JLeVVOZ2RTNW9sSkMyVHBSN1E4bWpyN3ctem5PUXRLeTRCckZlSTBOUHZtUlJSWWdVVGpXbXF6QVpYUk5ZV1pnTFBxcVY1bTFtWGxEOU9GMlAtbTJSM1ExWW9pa3MyM0pkQUFrZw?oc=5,11302025,HP Unveils New Innovations to Propel Additive Manufacturing Forward - Small Business Trends
99,Apple 3D prints titanium chassis for Apple Watch — additive manufacturing cuts raw material usage in half - Tom's Hardware,https://news.google.com/rss/articles/CBMi3AFBVV95cUxOaEFoaGNPTjdxQlJyV09mTEhsc041aUZ2LV9RV2lCOEd5SzhrTGoxNHpLRWdBZmlzSkVYQUVVbVYzemhwNGc4UGhfZEFmSnR0VVNHQ09rOFJoRDVVakd6UXY2N2QxNWFWWjlqYTQ5ajJMZjRwYjkyRTI5d0tvY003TVBEMzlXTDFXQkRYM3NVUm1ZT2I4LXY1RnJpR3NPWWV0bWhqT2YtRFFnaEQzX0JGOFlhX2xMb041Mk02ZFdISmR3VmhSbkNaaElVRTh0LVhoSXNKY3hsQ1QtTjFq?oc=5,11192025,Apple 3D prints titanium chassis for Apple Watch — additive manufacturing cuts raw material usage in half - Tom's Hardware
100,Carbon raises $60 million to accelerate growth of its advanced manufacturing market share - Robotics & Automation News,https://news.google.com/rss/articles/CBMi3AFBVV95cUxPM25FUVcwQm1xVW95OFJZTEt0LTBVVFVhUU94LUthLVRNZGwwd3NjRmQ4UzdIQnE0c3h4ZXZleGVBYk1Td084RW94RTBMOWVBYl90U2YzcDhvZllQbzRyNHVKbE1XUDdOejFvVEpzYi1kS0FqT2JnQlhwMmEyLTlLQmVmM09wTmNvYTB0SE1EVVBhMktLckJ0a2s0dnZ3UTR6SVY1LTdjSTRkUWJsRFl0d0RDNlZDQ2V3bkg3MDhSTm5vTFI5R2tXTlNtUFpnQkpRQ25lc0N6VzhlX0lK?oc=5,11142025,Carbon raises $60 million to accelerate growth of its advanced manufacturing market share - Robotics & Automation News
101,Why Metrology Matters in Additive Manufacturing – Closing the Loop Between 3D Printing and Quality Verification - Metrology and Quality News,https://news.google.com/rss/articles/CBMizgFBVV95cUxQSDRBcGptZnV0SnpkVm9lZDV2SDFxanJIdGUyVkx3Zkh2aVFaekRxb3B5dlRuZFplVHZjT2pta2NkM1IwSkI2b1Ezc29Pa3BBZGFKZ3R2TXlIVEphZkVQZF9ZWjBfMmlEMndpdEZkUDViRWx3NHh6Y3NjeWJabUdlamNubk1aeVMxOWljNl9CZ1BxYW5fRnVBMnVsaE1LSFl6SFB5UmpZQ282MVFOTnBJRm4wNGpMOFhFRUxUMWpqd2FTQjJQZjNOQmN6X3k1Zw?oc=5,11132025,Why Metrology Matters in Additive Manufacturing – Closing the Loop Between 3D Printing and Quality Verification - Metrology and Quality News
102,Stratasys Showcases New Additive Manufacturing Solutions at Formnext 2025 - 3D Printing Industry,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNUEV1aVZxSVlHVXIzblJMZE9ocmNzLThQNW01LVkwQ0hXUHBnNmdLSzlQSEM2Zi16SUNxcFpnQU1HZ2JQUGUwUF9Vb29mZkNERENkdXVFMG5Idkx1dGNYLUZ6NWNFVWV4eHRjTm52MmR2RV9nWHFmVHJxcGlOblBlMnE0RThhRnRGZS1mZTU1X040TTlXejVxUVBEUWNpRk5qb0t1ZUFCQUxhQ2MwbHl2d3lmeEJjUDZx?oc=5,11122025,Stratasys Showcases New Additive Manufacturing Solutions at Formnext 2025 - 3D Printing Industry
103,AMUG Conference 2026 heads to Reno with early registration discount available - VoxelMatters,https://news.google.com/rss/articles/CBMixgFBVV95cUxQUFdFYnJfb3JETllGcm5LbHNYNlc2XzFpVEFTcDMzT0F2WnpiajZCMk13NnBaUDVZY1lrQVM1b0F3bFBhNzBCaDBMYjdkYzR4em1RNVpqUE9lUUFFZzZBR3p6LWpVdzNiam1nZjdtODVDV3hEYWZZamhYbThfR1hKY2FzaXZtNkd1ZmNpb1JzR1RER0owZUx1TktIczlRWnpWMjBtcmViVTBWWXNrRW5sTlQyampBRkR6NFNheXJaYk50Y2NvNXc?oc=5,12062025,AMUG Conference 2026 heads to Reno with early registration discount available - VoxelMatters
104,Aurora Labs targets small-arms Additive Manufacturing with Ares - Metal Additive Manufacturing magazine,https://news.google.com/rss/articles/CBMikwFBVV95cUxQSWdudGZESkFCWFo5ckFhdU03Yk9aSzRvRnVsaGlyUFpRN0lzWnFYWDZ1ZTFiSTl3OGVJY2VscG9raGc2YXB0NXNLVDBNeXgtSWhwOUtBNHZEckU3Zll6VDljc210RTlZUFRIdlV4MXg0WEZsZnN4Vk9ueXJnNHI1RWZqVTAxNTlGNlhab1FncHNDV0U?oc=5,11212025,Aurora Labs targets small-arms Additive Manufacturing with Ares - Metal Additive Manufacturing magazine
105,"Incus Reveals Hammer Pro25, Expanding Metal Additive Manufacturing Capabilities for Production - 3D Printing Industry",https://news.google.com/rss/articles/CBMi0wFBVV95cUxQUWh0YXViNHFZUWZsbWJ2SmE2ajBuWTJVbTR4V05Ka200Z2w1RGVPU0xxbHN6bFR3Zlh6RUUwalVsbTk4ZjI5SkdHN3pSZUdZeGhQcVpSajNfeHRSUFpic19qNnBsTHlJQ20yanJ3YmJONjh1S1p6MEtiQVV6dnF0WDJXNWRad2RkOU5tVDJEMGJZVThfREVucUdBbXdRalIxNVNxWHlMX3YycDBWUE9wVS1Hb0F4bkdXdUtUTjVPSE5uN2dhUTZBaFNtajNZQWdpNHJ3?oc=5,11112025,"Incus Reveals Hammer Pro25, Expanding Metal Additive Manufacturing Capabilities for Production - 3D Printing Industry"
106,Babcock and Plastometrex support UK MOD’s Additive Manufacturing push - Metal Additive Manufacturing magazine,https://news.google.com/rss/articles/CBMimgFBVV95cUxQRWZqU1owa0JtV0cwUVMyQ0FaNVcyeUVLd3hsWGRxY1UyVHpkOWJhRjVaZzYwcTFlaGtBeWM5UWxkRmdFcXlpVXktYy14N0QzQlE4eVBWZHdvZDZkNUo5Qy13dVdHa2Q3MGdtYlJreFgxQms5YnlpZzNwZHJIUDYwWXE0Y3RxUTFkRGloVktnSGRyRVpEaHRheUlR?oc=5,11212025,Babcock and Plastometrex support UK MOD’s Additive Manufacturing push - Metal Additive Manufacturing magazine
107,Aurora Labs and Ares Armaments Partner to Advance Metal Additive Manufacturing for Defence - 3D Printing Industry,https://news.google.com/rss/articles/CBMizwFBVV95cUxQVHQ0blU1S1BqbjMtUGoycmRiejRJRVNFcC03QzZMRlJvbE54LWRJLV8yYlRLZkwtX3Z6OS1zbjJsQmE2cDBFNkpZbDFScGljb3hkeTRrTFBVY0NOSVB3V05veU9QMUI1TUV6ZDdXRUhxaWlNcnA0TW9DQlJoWTZfT3NLVUZteXdtOURqdzlWdHFnWjNBekY3c2F4Q3cwallnMjg4UWdDMkVZcVF0WWRMZk1CcEpRQ1pnemxqQUwxQ0tyeVkwalpSQUF3ZGlkenc?oc=5,11262025,Aurora Labs and Ares Armaments Partner to Advance Metal Additive Manufacturing for Defence - 3D Printing Industry
108,"Additive Manufacturing Market to Hit USD 114.46 Billion by 2032 at 23.99% CAGR, Fueled by Rapid Prototyping Revolution: AnalystView Market Insights - Yahoo Finance",https://news.google.com/rss/articles/CBMiiwFBVV95cUxNbzRURDVRQlhpRTdwNkNuUnp4LTVQVkhMQWJFV3ZaZy1EYlJvZTdZQUFESThaRkN0aWpoYmhoRzUyWnpwSlIwM1VVOVpTOXJhdEM1VWtXQWE1U3hCOEIyLUg4UFlHTjR0cXotZVB5V0ZYUEhqMVdBRWJ4bWdabElxZjVYWmMxRFhEZ3Br?oc=5,11242025,"Additive Manufacturing Market to Hit USD 114.46 Billion by 2032 at 23.99% CAGR, Fueled by Rapid Prototyping Revolution: AnalystView Market Insights - Yahoo Finance"
109,Stratasys invests in Tritone to add metal and ceramic Additive Manufacturing - Metal Additive Manufacturing magazine,https://news.google.com/rss/articles/CBMipAFBVV95cUxQU0RwRWQ4RlRLUHVabUNqODJKalRxX2JISDZURmZHUmYtbGJIZC1HekcxLWlhLW5lVlQ0dGQzX1E3cnZXbkViZ2czRTVzdm5femNNeFFETXFQcDhvckFkcXp6OERNcG9iQjd6cEp5aVhVOUdDWDloVGg2U1FyOUV6aW51bWp1bjFYSEVicFRzeWx3MWZHQTZXSkhub2Yydk1pdUNfag?oc=5,11182025,Stratasys invests in Tritone to add metal and ceramic Additive Manufacturing - Metal Additive Manufacturing magazine
110,"Tariffs and Trade Wars Are Reshaping the Supply Chain, Report Shows - AdvancedManufacturing.org",https://news.google.com/rss/articles/CBMi9wFBVV95cUxPeXB1QzNOdU5uSTlEVHg1NW44LTg0b2VkbFBsclVFd21NSnJubHVRazF1R1BxSWFpcXBRTHhPVkJOOWY3WFBERmFKUllIdFcxNTV3RHY0aU1Uak1tUk56WnExSlBfS3FxZ0FnVXo1YVVTWUJEMXNFTFI5bXJzd2poSUV2QllzNEJ0bDlJVDFuMzVBNzRMSEFvaHR0QTBLWlcwU2tNcVFVQ285RXZod2xQR0hsSDFiR1c1ZGw1c0ozMlJLWDhHUlpMblJ3MklpSWJzU1pEbXNHeERpcWJLV0pHTXRYei1ZNnlBU0NSU280QVlhOGFVM0lj?oc=5,12042025,"Tariffs and Trade Wars Are Reshaping the Supply Chain, Report Shows - AdvancedManufacturing.org"
111,Why Big Pharma Hasn’t Fully Adopted 3D Printing—Yet: Inside Triastek’s Push to Modernize Drug Manufacturing - 3D Printing Industry,https://news.google.com/rss/articles/CBMi4gFBVV95cUxQcTVOZWFacG1pU0JfcERlTXJkb0VOM0ZQRlFfWWhxQ0JRTTkyVzFMcDkyXzVyVGwxMzktaVRwYm5BTkxwYk5TOEh2OWZRSC1HVHJrVmhJQXdvdnNYUnowZ09JVmJmeE1hRnV5WjZ6LWdmcTFDMTFUWDhrX0QyNGsyU0Y4V29sQUM2ZDV2RXJEVTlJRTd3THpwdExhRFhkbFVZcGwwYnFBOHpqaXRPM2xaUUszeUc2ZG84Y2kwN0NKZnlPeGhHOHBLbnJjU1ZaVEtjN1B3MVR5MmVUMUswYktLRnR3?oc=5,12042025,Why Big Pharma Hasn’t Fully Adopted 3D Printing—Yet: Inside Triastek’s Push to Modernize Drug Manufacturing - 3D Printing Industry
112,Toward a holistic approach to design for additive manufacturing: Rethinking how we design for 3D printing - EurekAlert!,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9fSjFlaEM2Sk10TFNTbm95NnhSLVhIZXkyX3NtWjVaNUR4WUJrNVpsY21RNnFkV2oxOHJidHlFbS0xSHdqYWJnVEdURWVtUFJnN3VTbzJobFJSYS01?oc=5,11282025,Toward a holistic approach to design for additive manufacturing: Rethinking how we design for 3D printing - EurekAlert!
113,m4p and DermaPurge partner to improve skin safety in Additive Manufacturing - Metal Additive Manufacturing magazine,https://news.google.com/rss/articles/CBMiowFBVV95cUxQSG9VY1JFLTZfWkNuQ0JQZGd6VEtnM3VVbjVybzA1eUlqMklGTTQzbDlPUGdpeGdEQUFMY1R0clFBOEwyb2pZbUN2bm5obkFiQ3M2SC1EUnNZRktzWF8zR0FPSXY0NkYxdnI2Q2F3b2xMRHBHbG9HLU1FUmhQMGROZkk3cndCMHJQUUdhUVd4alNiaHVITHYya2RnTEtHUGtxVnZJ?oc=5,11212025,m4p and DermaPurge partner to improve skin safety in Additive Manufacturing - Metal Additive Manufacturing magazine
114,"RAPID + TCT 2026 Heads to Boston, Advancing Additive Manufacturing in New England - 3D Printing Industry",https://news.google.com/rss/articles/CBMivwFBVV95cUxNcEtpSmtVNnp2cjZVV21ZNHZ0VkFtM0tWRGJSd1ByXzl2Nlk2OGVSZV9yUFpBZ2xQenNRNGs1VnZwUW1ZSE93Z2ZDY180X1BiSjBiNlNMTTZXN0tpdnV2Zkd5MXA4Q1U1MUM5TDJySHhmdDFUUUZwYnVKcHVmUU1mV25JcW85WFEzVG5nS185c2ZoWk5xX25rTjlmTkFoUzl0eENaSUhBeWJvemFqdFhFMmRhZzVpNm1oNlhRQUh0Zw?oc=5,11262025,"RAPID + TCT 2026 Heads to Boston, Advancing Additive Manufacturing in New England - 3D Printing Industry"
115,Indian Army’s Trishakti Corps deploys on-site 3D concrete printing technology in forward areas - The Hindu,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPNnFwMkxHRU4tUE1qQnhDWHZ0X0ZSN2Z1bFpHUUxKMW9icVNTeDhyUEk5cndZV2xyUldMZUcybGFuYld1d3JlTFBUMFpSNmF4LTExVDVOWlYtWDF2UTFNLThjYW5FUk1GTjUyQjBWRnB2dHh6R0cxZ2RlZjBydUFKMFoydEcxZWhKSTBqekZ3b3NHMVRrS2RneU5lbWxhcUFHYkJsQkhPU01pcVRhLXV5eklkdzUwSTI2eFZOSEhqUG5kZnI5NXZkYjBDQ0VpblZjdXd6WGFYMDBlWDlEX2dHUnZYTkhCNkXSAe4BQVVfeXFMTURuQTd6Sk9GZzJEdVNGTlpfQzFsU2JnLUQxeXJ3VXVpV2VwOFZCcnYwbGxCdFZlZGFBdzR5WE5NdWdIVHZyYnVIU3pxOUZpRUpzNVVMZTNFVngtYllQUDlfeFFoUmpGaWRlMzg3XzNtd1BlSXRhQk9QRDVWNkxBTzhRY3V1YjJxQ2NFRlNCN3ZCc0NLYnh2QzRDUllEWTU1elF4X1cweGZrVGx5eGVYdHNHQmt5cGZkSGl3Qkdwa3NPV1pMNGk0clpDdFlyR2QwTVB1VGNVakJFd3JBcVkwZ2FMWk1TSEJubFotb0pxdw?oc=5,12062025,Indian Army’s Trishakti Corps deploys on-site 3D concrete printing technology in forward areas - The Hindu
